,Daily Time Spent on Site,Ad Category,Time Category,Age,Area Income(in Rupees),Daily Internet Usage,Gender,Clicked on Ad,Country,Continent
3216,70.09,8,0,45,74903.41,158.42,0,1,Taiwan,Asia
3217,66.12,8,3,37,39031.89,122.02,0,0,Belgium,Europe
3218,76.58,8,1,29,53431.35,233.04,0,1,Belgium,Europe
3219,82.07,8,2,48,53922.43,196.77,0,1,Tokelau,Oceania
3220,39.76,8,3,34,20592.99,168.34,1,0,Namibia,Africa
3221,46.31,5,2,31,61840.26,207.17,1,0,American Samoa,Oceania
3222,55.6,8,0,39,65953.76,154.74,1,1,Canada,North America
3223,56.34,5,2,40,37345.34,210.87,1,0,French Guiana,South America
3224,86.06,6,3,32,69481.85,178.92,1,0,Ghana,Africa
3225,65.59,5,3,40,72203.96,132.63,1,0,Saint Lucia,North America
3226,71.84,3,3,32,69481.85,182.2,0,1,Lebanon,Asia
3227,54.88,5,2,43,57868.44,136.4,0,1,Bangladesh,Asia
3228,65.56,4,0,29,66504.16,167.22,0,1,Australia,Oceania
3229,82.07,8,3,38,57868.44,130.83,0,1,Lao People's Democratic Republic,Asia
3230,44.46,8,2,33,49101.67,120.75,1,1,Vanuatu,Oceania
3231,40.42,5,0,25,50671.6,241.03,1,0,Hong Kong,Asia
3232,80.3,8,1,49,45632.51,113.8,0,1,Netherlands,Europe
3233,59.59,8,3,44,52563.22,157.04,0,0,Bangladesh,Asia
3234,89.05,5,3,41,51510.18,158.42,1,1,Honduras,North America
3235,73.19,4,3,33,40468.53,162.03,0,0,Cameroon,Africa
3236,60.72,0,1,28,61172.07,172.81,0,0,Gabon,Africa
3237,66.18,5,0,31,61840.26,207.17,1,0,Singapore,Asia
3238,42.32,1,3,28,52011,207.17,0,0,Zambia,Africa
3239,50.63,1,0,35,63976.44,119.2,1,0,Croatia,Europe
3240,80.3,8,3,49,39031.89,195.69,1,1,Australia,Oceania
3241,82.07,8,3,48,53922.43,201.15,0,1,Tonga,Oceania
3242,74.87,8,3,29,53431.35,195.69,1,0,Ethiopia,Africa
3243,56.39,1,1,52,33951.63,191.82,1,0,Burkina Faso,Africa
3244,63.45,1,2,39,61840.26,229.88,1,0,Luxembourg,Europe
3245,57.51,1,0,31,66348.95,207.17,0,0,Lebanon,Asia
3246,76.58,1,3,43,73538.09,157.04,1,1,Turkey,Asia
3247,71.84,1,3,31,61840.26,207.17,1,0,Bosnia and Herzegovina,Europe
3248,65.07,5,3,23,34191.23,231.94,1,0,Namibia,Africa
3249,45.99,1,2,33,41547.62,204.02,1,0,Vanuatu,Oceania
3250,80.51,1,2,55,43974.49,123.13,0,1,Tonga,Oceania
3251,56.39,5,3,27,69646.35,181.02,1,0,Bahrain,Asia
3252,55.6,1,3,39,48335.2,140.46,0,0,Sweden,Europe
3253,60.83,5,3,39,38067.08,124.44,0,1,Serbia,Europe
3254,55.6,8,3,39,56180.93,212.87,0,0,Serbia,Europe
3255,60.23,1,1,44,31092.93,167.86,1,0,Sri Lanka,Asia
3256,44.72,8,3,48,62784.85,187.76,1,1,Turkey,Asia
3257,59.51,5,1,40,31265.75,136.18,1,0,Bolivia,South America
3258,55.6,5,2,24,52252.91,182.2,0,0,Algeria,Africa
3259,46.13,5,2,31,57739.03,154.74,1,0,Singapore,Asia
3260,78.64,10,1,39,49282.87,161.16,0,0,American Samoa,Oceania
3261,60.23,8,3,51,73174.19,111.94,1,1,Togo,Africa
3262,43.49,3,3,37,19991.72,110.68,0,1,Libyan Arab Jamahiriya,Africa
3263,41.73,8,1,28,32252.38,195.69,1,0,Luxembourg,Europe
3264,47.64,4,1,52,33951.63,162.03,0,0,Saint Helena,Africa
3265,35.61,3,3,39,22473.08,185.46,0,1,Peru,South America
3266,87.35,0,3,44,56782.18,160.49,0,0,Croatia,Europe
3267,56.39,8,3,40,62669.59,117.3,1,1,Portugal,Europe
3268,75.55,1,0,24,52252.91,182.2,0,1,Saudi Arabia,Asia
3269,81.58,4,1,25,50671.6,228.81,0,0,Gabon,Africa
3270,56.39,4,1,60,66504.16,218.61,1,1,Australia,Oceania
3271,56.39,8,3,40,40468.53,191.82,0,0,Cuba,North America
3272,40.42,8,0,45,48467.68,137.24,1,1,Ethiopia,Africa
3273,56.3,1,3,28,67669.06,230.78,0,0,Ghana,Africa
3274,56.39,8,3,46,33951.63,231.95,1,0,Fiji,Oceania
3275,82.7,8,1,41,59243.46,144.77,1,0,Hong Kong,Asia
3276,86.63,8,3,49,56729.78,113.8,0,1,Australia,Oceania
3277,53.92,0,3,49,39031.89,195.69,1,1,Australia,Oceania
3278,73.72,1,0,35,37334.78,119.2,1,1,Sri Lanka,Asia
3279,63.45,5,2,31,59886.58,207.17,1,0,Singapore,Asia
3280,76.2,8,2,51,66980.27,196.77,0,1,Kuwait,Asia
3281,42.04,8,2,37,62772.42,131.76,1,0,Cuba,North America
3282,80.47,1,1,38,70582.55,130.83,1,1,Western Sahara,Africa
3283,43.84,8,3,40,41232.89,140.46,0,0,French Guiana,South America
3284,59.22,8,2,40,44248.52,117.3,1,0,Liechtenstein,Europe
3285,39.36,4,2,42,44078.24,243.61,1,1,Czech Republic,Europe
3286,66.08,8,3,33,68094.85,190.71,1,0,Niger,Africa
3287,59.59,8,3,38,53922.43,212.38,1,1,Heard Island and McDonald Islands,Antarctica
3288,55.6,4,0,24,61601.05,178.92,1,0,Somalia,Africa
3289,71.28,5,3,54,40468.53,229.19,0,1,French Guiana,South America
3290,41.73,5,3,31,59886.58,133.17,1,1,Zambia,Africa
3291,76.27,1,2,46,64021.55,229.12,0,1,Belgium,Europe
3292,82.07,1,3,48,52736.33,212.38,1,1,Turkey,Asia
3293,88.12,5,1,26,74903.41,228.78,1,0,Senegal,Africa
3294,51.87,4,3,37,23936.86,132.63,0,0,Ireland,Europe
3295,42.04,5,1,29,69646.35,216.49,1,0,Israel,Asia
3296,53.54,8,3,34,20592.99,168.34,1,0,Namibia,Africa
3297,40.04,8,3,34,34191.23,168.34,0,0,Turkmenistan,Asia
3298,55.6,1,3,35,73889.99,226.54,1,0,Sri Lanka,Asia
3299,40.04,8,3,23,56457.01,172.81,1,1,Czech Republic,Europe
3300,79.52,6,1,44,57846.68,122.31,0,1,Bulgaria,Europe
3301,46.61,5,3,43,60575.99,167.86,1,1,Turkey,Asia
3302,59.05,1,3,43,73538.09,198.45,1,1,Northern Mariana Islands,Oceania
3303,80.51,1,2,55,57014.84,156.97,1,1,Tonga,Oceania
3304,51.87,8,1,29,69646.35,191.82,1,0,Anguilla,North America
3305,55.6,8,2,24,52252.91,172.83,1,0,Algeria,Africa
3306,39.96,8,1,25,50506.44,140.46,0,0,Bulgaria,Europe
3307,78.7,4,3,33,56782.18,191.82,0,1,Greece,Europe
3308,68.01,8,2,46,66815.54,191.82,1,0,Switzerland,Europe
3309,83.71,8,0,45,59886.58,174.88,0,1,Switzerland,Europe
3310,38.37,8,2,36,59240.24,140.46,0,0,Honduras,North America
3311,85.56,5,0,26,46033.73,228.78,1,0,United States Virgin Islands,North America
3312,69.62,7,3,34,59785.94,160.03,0,0,Brunei Darussalam,Asia
3313,59.05,4,2,50,43974.49,123.13,0,1,Saint Vincent and the Grenadines,North America
3314,65.07,1,0,23,25739.09,146.8,0,1,Czech Republic,Europe
3315,55.6,5,3,35,25603.93,236.87,0,1,Albania,Europe
3316,86.06,8,3,30,50671.6,113.69,1,1,Bolivia,South America
3317,60.83,5,3,32,70505.06,172.83,0,1,Serbia,Europe
3318,65.77,1,1,23,25739.09,172.81,1,1,Czech Republic,Europe
3319,71.03,6,3,28,53058.91,258.62,0,1,Tonga,Oceania
3320,66.12,5,3,49,45632.51,168.34,0,1,Cayman Islands,North America
3321,35.33,10,3,27,39193.45,119.03,1,0,Zimbabwe,Africa
3322,41.73,1,3,28,71222.4,207.17,0,0,Gabon,Africa
3323,59.51,1,1,30,57877.15,201.58,0,0,Cameroon,Africa
3324,42.04,8,0,37,74180.05,129.31,0,1,Netherlands,Europe
3325,47.64,4,1,29,69646.35,153.76,0,0,Burundi,Africa
3326,57.24,1,3,51,39616,111.94,1,1,Bolivia,South America
3327,81.98,8,2,34,59785.94,160.03,0,0,Brunei Darussalam,Asia
3328,38.37,1,1,36,59240.24,124.44,0,0,Niger,Africa
3329,69.42,1,0,33,45800.48,204.02,1,0,Vanuatu,Oceania
3330,73.72,1,0,35,73889.99,226.54,1,0,Bolivia,South America
3331,40.19,4,3,28,71222.4,217.37,0,0,Croatia,Europe
3332,80.31,4,3,28,71222.4,207.17,0,0,Croatia,Europe
3333,41.73,1,3,28,67301.39,199.39,1,0,Luxembourg,Europe
3334,80.51,1,0,48,43974.49,159.77,0,1,Brazil,South America
3335,33.33,8,0,45,74903.41,110.66,1,1,Micronesia,Oceania
3336,40.04,1,3,26,51463.17,190.17,0,0,Singapore,Asia
3337,59.59,8,3,21,41521.28,139.34,1,0,Cyprus,Europe
3338,80.46,8,2,25,50671.6,241.03,1,0,Hong Kong,Asia
3339,49.21,1,0,27,50666.5,190.17,0,1,Saint Vincent and the Grenadines,North America
3340,89.05,1,2,51,74535.94,178.92,1,0,Malta,Europe
3341,74.54,5,1,41,63363.04,255.57,1,1,Hong Kong,Asia
3342,71.84,5,2,39,38067.08,124.44,0,0,Turks and Caicos Islands,North America
3343,71.84,8,3,39,48335.2,124.44,0,1,Libyan Arab Jamahiriya,Africa
3344,55.6,8,3,35,25603.93,236.87,0,1,Algeria,Africa
3345,44.4,5,3,32,70505.06,172.83,0,0,Bahamas,North America
3346,36.73,8,2,34,34191.23,160.03,1,1,Saint Vincent and the Grenadines,North America
3347,59.51,5,0,40,72203.96,136.18,1,0,Guernsey,Europe
3348,65.65,8,2,24,57545.56,228.81,0,0,Qatar,Asia
3349,66.08,5,3,22,40183.75,133.2,1,0,Samoa,Oceania
3350,37.51,5,3,49,73049.3,217.37,1,0,Ethiopia,Africa
3351,81.75,4,0,33,61005.87,216.57,1,0,Vanuatu,Oceania
3352,55.6,1,3,54,53188.69,240.63,0,1,French Guiana,South America
3353,40.04,3,3,23,42162.9,172.81,1,0,United States Virgin Islands,North America
3354,46.61,3,0,41,48335.2,137.24,0,1,Kuwait,Asia
3355,84.98,6,3,24,61601.05,178.92,1,0,Algeria,Africa
3356,39.96,8,1,45,59886.58,138.71,1,1,Micronesia,Oceania
3357,78.79,1,3,35,51119.93,226.54,1,1,Saint Vincent and the Grenadines,North America
3358,55.6,8,0,54,53188.69,182.2,1,0,Somalia,Africa
3359,55.6,4,0,24,52252.91,182.2,1,0,Somalia,Africa
3360,68.01,8,3,33,74535.94,120.75,0,0,Niger,Africa
3361,43.49,1,1,37,23936.86,109.29,1,1,Senegal,Africa
3362,89.05,5,3,43,51119.93,163.48,0,1,Bangladesh,Asia
3363,69.17,8,1,40,46179.97,221.98,1,1,Turkey,Asia
3364,55.6,1,2,54,42993.48,161.16,1,1,Czech Republic,Europe
3365,39.96,7,3,45,31092.93,174.88,0,1,Micronesia,Oceania
3366,88.12,10,3,35,64564.07,227.63,1,1,Turkey,Asia
3367,59.51,1,3,30,58677.69,140.15,0,0,Cameroon,Africa
3368,55.6,1,3,24,52252.91,182.2,0,0,Algeria,Africa
3369,70.03,7,1,26,46033.73,207.17,1,0,Bosnia and Herzegovina,Europe
3370,33.33,1,3,28,70324.8,172.81,0,0,Serbia,Europe
3371,83.97,4,2,42,57868.44,120.75,1,1,Luxembourg,Europe
3372,55.6,1,0,24,52252.91,182.2,1,1,Algeria,Africa
3373,51.24,8,2,36,29398.61,140.46,0,1,Uganda,Africa
3374,83.71,4,1,38,57868.44,130.83,1,1,Western Sahara,Africa
3375,89.05,1,3,43,32635.7,198.45,1,1,Turkey,Asia
3376,70.29,1,1,24,50055.33,221.21,1,1,Poland,Europe
3377,69.88,8,1,34,34191.23,168.34,1,1,French Southern Territories,Antarctica
3378,82.79,8,0,35,25603.93,236.87,0,1,Saint Vincent and the Grenadines,North America
3379,76.56,8,3,34,34191.23,165.65,1,0,Equatorial Guinea,Africa
3380,37.45,8,3,39,58849.77,137.63,1,0,French Polynesia,Oceania
3381,75.84,4,0,38,71455.62,154.75,0,1,Western Sahara,Africa
3382,64.38,4,2,42,57868.44,243.61,1,1,Hong Kong,Asia
3383,79.52,4,1,31,50506.44,184.88,0,0,Lebanon,Asia
3384,82.07,5,3,43,52563.22,157.04,0,1,Bangladesh,Asia
3385,75.84,8,0,45,74903.41,137.24,1,1,Bosnia and Herzegovina,Europe
3386,75.42,5,2,26,66574,228.78,1,1,Dominica,North America
3387,40.04,4,0,38,71455.62,146.8,0,1,Brunei Darussalam,Asia
3388,82.07,8,3,48,52736.33,123.13,1,1,Turkey,Asia
3389,80.3,1,0,37,23936.86,178.51,0,0,Guinea,Africa
3390,68.18,4,0,28,71222.4,217.37,0,0,Egypt,Africa
3391,51.24,8,1,36,61610.05,124.44,0,1,El Salvador,North America
3392,89.05,5,3,41,50628.31,163.48,1,1,Turkey,Asia
3393,65.56,4,3,33,53431.35,227.37,0,0,Greece,Europe
3394,41.16,1,2,30,48918.55,202.61,1,0,Bolivia,South America
3395,74.63,5,0,27,58677.69,239.32,0,1,Faroe Islands,Europe
3396,34.78,3,3,26,56694.12,140.46,0,1,Albania,Europe
3397,71.84,1,2,39,37334.78,258.62,0,1,Senegal,Africa
3398,43.49,8,2,37,58235.21,195.69,1,0,Australia,Oceania
3399,60.72,0,2,23,61617.98,211.38,1,0,United States Virgin Islands,North America
3400,88.12,1,0,40,57846.68,227.63,0,1,Bulgaria,Europe
3401,47.74,1,3,51,39616,130.86,1,1,Iran,Asia
3402,78.51,8,2,36,32549.95,115.26,1,0,French Polynesia,Oceania
3403,56.39,4,3,19,69646.35,200.71,0,0,Burundi,Africa
3404,80.51,10,2,52,58966.22,186.37,1,1,Australia,Oceania
3405,64.75,8,0,24,51920.49,149.67,0,1,Poland,Europe
3406,56.39,6,2,40,62772.42,132.63,1,0,Indonesia,Asia
3407,55.6,8,3,24,52252.91,182.2,0,0,Qatar,Asia
3408,59.05,4,3,48,52736.33,159.77,1,1,Heard Island and McDonald Islands,Antarctica
3409,38.37,8,3,36,59240.24,222.25,0,0,Kazakhstan,Asia
3410,40.47,4,3,27,36884.23,239.32,0,0,Ukraine,Europe
3411,59.51,8,2,53,50671.6,135.31,1,1,Palestinian Territory,Asia
3412,65.77,4,2,42,57868.44,120.75,1,1,Czech Republic,Europe
3413,54.08,6,1,36,50628.31,269.96,1,0,Somalia,Africa
3414,54.47,1,3,32,55424.24,172.83,1,0,Latvia,Europe
3415,74.06,8,0,34,40183.75,168.34,1,0,Namibia,Africa
3416,80.3,1,3,37,23936.86,253.17,0,0,Madagascar,Africa
3417,84.59,8,0,39,56180.93,124.44,0,0,Serbia,Europe
3418,80.31,4,0,42,60514.05,118.45,0,1,Czech Republic,Europe
3419,74.54,4,2,42,60514.05,238.58,0,1,Czech Republic,Europe
3420,42.04,8,1,39,54286.1,216.49,0,1,Liberia,Africa
3421,81.59,6,3,41,50671.6,109.29,1,1,Dominican Republic,North America
3422,65.65,5,1,29,69718.19,216.49,0,0,Cameroon,Africa
3423,43.49,0,0,37,53058.91,217.37,0,0,Eritrea,Africa
3424,89.05,1,3,43,66025.11,167.86,1,1,Turkey,Asia
3425,49.89,5,1,31,61840.26,207.17,1,0,Singapore,Asia
3426,78.36,1,3,43,73538.09,167.86,1,1,Turkey,Asia
3427,89.05,1,3,38,66025.11,167.87,1,1,Northern Mariana Islands,Oceania
3428,70.09,1,2,45,60315.19,110.66,1,0,Maldives,Asia
3429,66.12,8,3,28,23936.86,195.69,1,0,Belize,North America
3430,51.24,8,3,36,76003.47,140.46,0,1,Bulgaria,Europe
3431,72.45,4,1,40,57260.41,120.06,0,1,China,Asia
3432,50.08,8,1,29,53431.35,221.98,0,1,Uganda,Africa
3433,66.08,8,2,46,58966.22,191.82,1,0,Vanuatu,Oceania
3434,66.79,1,1,40,66574,195.69,1,1,Ethiopia,Africa
3435,35.61,1,3,37,62772.42,145.96,0,0,Burundi,Africa
3436,72.19,4,3,38,63551.67,224.23,1,0,Dominica,North America
3437,51.24,8,1,54,53188.69,182.2,0,0,Myanmar,Asia
3438,39.96,1,1,26,63430.33,241.03,0,0,Angola,Africa
3439,71.84,3,3,32,57806.03,233.04,0,1,Fiji,Oceania
3440,51.87,8,3,37,43450.11,198.5,1,0,Cyprus,Europe
3441,75.71,1,3,50,55642.32,163.48,1,1,Turkey,Asia
3442,55.6,4,1,39,65953.76,258.62,1,1,Belize,North America
3443,45.08,1,3,37,23936.86,109.29,0,0,Niger,Africa
3444,82.7,8,1,25,57739.03,154.74,1,0,Hong Kong,Asia
3445,37,4,2,30,57877.15,113.69,1,0,Bolivia,South America
3446,56.46,5,1,26,32252.38,109.98,0,0,Madagascar,Africa
3447,75.03,1,3,34,43974.49,173.01,0,1,Burkina Faso,Africa
3448,66.12,8,3,49,39031.89,195.69,1,1,Australia,Oceania
3449,44.11,2,1,37,58235.21,109.29,1,1,Luxembourg,Europe
3450,51.24,8,1,36,59240.24,115.26,1,1,Mayotte,Africa
3451,43.49,5,1,37,67132.46,216.49,0,0,Poland,Europe
3452,50.08,8,1,36,29398.61,140.46,0,1,El Salvador,North America
3453,36.73,8,3,23,25739.09,172.81,0,1,China,Asia
3454,44.46,4,0,33,61005.87,133.2,1,0,Vanuatu,Oceania
3455,59.51,5,1,60,68448.94,153.76,0,1,Czech Republic,Europe
3456,83.4,8,3,34,59785.94,160.03,0,0,Turkmenistan,Asia
3457,65.77,3,2,23,59243.46,143.13,1,1,Denmark,Europe
3458,40.04,0,1,28,53058.91,172.81,0,0,Gabon,Africa
3459,71.28,8,2,40,31523.09,167.22,0,1,Libyan Arab Jamahiriya,Africa
3460,82.79,5,0,35,73889.99,236.87,0,0,Saint Vincent and the Grenadines,North America
3461,74.54,0,2,23,55121.65,146.8,0,0,United States Virgin Islands,North America
3462,41.73,1,0,28,71222.4,207.17,0,0,Gabon,Africa
3463,86.06,6,3,32,55424.24,178.92,1,0,Ghana,Africa
3464,34.78,5,2,36,70592.81,140.46,0,0,United Arab Emirates,Asia
3465,74.59,4,2,42,60514.05,238.58,0,1,Czech Republic,Europe
3466,41.73,8,0,25,50671.6,141.89,1,0,Hong Kong,Asia
3467,68.18,8,2,31,61840.26,133.17,1,1,Bosnia and Herzegovina,Europe
3468,82.07,6,1,49,64564.07,187.76,1,0,Cambodia,Asia
3469,43.6,3,3,35,50723.67,182.2,0,0,Cameroon,Africa
3470,84.76,1,3,40,74535.94,120.37,0,0,Austria,Europe
3471,82.07,8,3,48,65956.71,212.38,0,1,Brazil,South America
3472,73.89,5,2,42,60514.05,238.58,0,1,Czech Republic,Europe
3473,39.76,8,1,28,61840.26,217.37,1,0,United States Virgin Islands,North America
3474,66.08,1,3,19,73941.91,235.35,0,0,Cote d'Ivoire,Africa
3475,48.09,5,3,26,70203.74,131.68,0,0,Saint Helena,Africa
3476,82.07,1,3,41,57846.68,187.76,0,1,Bulgaria,Europe
3477,68.88,7,0,41,57846.68,187.76,0,1,El Salvador,North America
3478,39.96,7,0,45,59886.58,124.67,0,1,Micronesia,Oceania
3479,82.07,8,2,55,34418.09,187.76,0,1,Norway,Europe
3480,54.88,1,2,43,32635.7,187.76,1,1,Turkey,Asia
3481,37.45,8,2,27,42993.48,168,1,1,Belize,North America
3482,56.39,8,0,46,40468.53,193.29,0,1,Belgium,Europe
3483,49.21,4,1,33,43974.49,196.77,0,1,Netherlands,Europe
3484,81.98,8,1,51,57260.41,118.27,0,1,Greece,Europe
3485,71.28,8,3,54,53188.69,230.18,1,0,Somalia,Africa
3486,65.77,8,3,28,71222.4,217.37,0,1,Ghana,Africa
3487,60.53,8,3,34,40183.75,160.03,0,1,Brunei Darussalam,Asia
3488,58.21,1,0,27,31281.01,190.17,0,1,Palau,Oceania
3489,78.36,4,3,33,56782.18,135.67,0,0,Indonesia,Asia
3490,42.6,1,0,31,56180.93,204.79,0,0,Cameroon,Africa
3491,53.92,8,3,49,39031.89,195.69,1,1,Australia,Oceania
3492,55.6,5,3,35,42993.48,161.16,1,0,Niger,Africa
3493,82.07,6,3,22,31215.88,121.07,0,0,Austria,Europe
3494,75.8,4,3,31,33293.78,211.39,0,1,Gabon,Africa
3495,74.06,5,0,31,39799.73,207.17,0,0,Singapore,Asia
3496,51.87,1,0,29,64267.88,153.76,0,1,Antigua and Barbuda,North America
3497,59.51,5,3,40,66429.84,244.91,0,1,Greece,Europe
3498,51.24,1,3,39,66412.04,255.61,0,0,Bahrain,Asia
3499,55.6,1,0,24,55041.6,178.92,1,0,Algeria,Africa
3500,51.56,6,3,27,69646.35,193.29,0,0,Spain,Europe
3501,55.6,8,3,39,31523.09,108.03,0,1,Peru,South America
3502,47.64,1,3,29,56113.37,208.05,0,0,Burundi,Africa
3503,47.74,1,3,33,49101.67,204.27,1,1,Malta,Europe
3504,80.3,8,3,37,59448.44,218.61,0,1,Netherlands,Europe
3505,36.08,8,2,45,64802.33,138.71,1,1,Norway,Europe
3506,41.73,1,0,28,61840.26,120.49,1,1,Luxembourg,Europe
3507,56.39,8,3,46,54286.1,253.48,0,0,Bouvet Island (Bouvetoya),Antarctica
3508,56.39,4,3,46,54286.1,253.48,1,0,Mexico,North America
3509,55.6,5,2,24,52252.91,182.2,0,0,Myanmar,Asia
3510,71.33,4,3,37,53336.76,234.75,0,0,Burundi,Africa
3511,82.07,1,2,38,70005.51,154.75,0,1,Lao People's Democratic Republic,Asia
3512,74.06,5,2,28,39799.73,199.39,1,0,Luxembourg,Europe
3513,40.04,8,3,23,25739.09,172.81,0,0,Serbia,Europe
3514,59.22,8,2,49,45632.51,113.8,0,1,Netherlands,Europe
3515,42.04,4,3,37,64267.88,202.18,0,0,French Guiana,South America
3516,79.54,1,0,36,32549.95,234.26,1,0,French Polynesia,Oceania
3517,66.18,8,3,37,55942.04,195.69,1,0,Cyprus,Europe
3518,46.61,1,3,44,57846.68,163.48,1,1,Turkey,Asia
3519,85.62,1,3,29,53431.35,216.49,0,0,Syrian Arab Republic,Asia
3520,69.88,8,3,34,34191.23,160.03,0,0,Brunei Darussalam,Asia
3521,59.05,8,3,48,70053.27,212.38,1,1,Turkey,Asia
3522,59.05,8,0,38,70582.55,170.13,0,1,Hungary,Europe
3523,65.59,3,3,39,34942.26,221.79,1,0,Albania,Europe
3524,71.84,1,0,54,53188.69,161.16,1,1,Czech Republic,Europe
3525,72.23,8,3,36,61610.05,140.46,0,0,Sri Lanka,Asia
3526,39.96,8,2,45,59610.81,138.71,1,1,Taiwan,Asia
3527,54.88,4,2,29,69646.35,200.71,0,0,Burundi,Africa
3528,56.39,8,2,46,33951.63,231.95,1,1,Australia,Oceania
3529,35.61,8,2,30,54324.73,140.15,0,1,Guinea,Africa
3530,41.16,8,0,30,58677.69,219.94,0,0,Qatar,Asia
3531,71.03,3,0,28,53058.91,230.52,0,1,Uruguay,South America
3532,41.73,5,2,31,61840.26,207.17,1,1,Bosnia and Herzegovina,Europe
3533,71.33,4,3,39,53336.76,202.18,0,0,Greece,Europe
3534,60.83,4,1,39,65953.76,141.89,1,1,Poland,Europe
3535,43.49,10,3,27,36884.23,198.5,1,0,Netherlands Antilles,North America
3536,43.49,5,3,37,55942.04,181.02,0,0,Belarus,Europe
3537,65.77,8,3,34,40183.75,160.03,1,0,Namibia,Africa
3538,80.3,8,1,49,45632.51,113.8,0,1,Netherlands,Europe
3539,56.39,4,2,40,64267.88,136.18,1,0,Sweden,Europe
3540,41.73,0,2,42,59243.46,143.13,1,1,Zimbabwe,Africa
3541,46.61,0,2,26,74903.41,228.78,1,0,Andorra,Europe
3542,70.39,8,3,35,61067.58,221.18,1,1,Tunisia,Africa
3543,79.97,0,2,42,43241.19,236.87,0,1,Rwanda,Africa
3544,55.6,5,3,35,73889.99,219.91,1,0,Niger,Africa
3545,82.79,1,3,37,42993.48,132.63,1,0,French Southern Territories,Antarctica
3546,88.12,6,1,38,47510.42,230.93,0,1,Western Sahara,Africa
3547,69.15,8,0,46,54286.1,191.82,0,1,Belgium,Europe
3548,40.19,4,3,28,71222.4,217.37,0,0,Croatia,Europe
3549,59.51,4,3,29,69646.35,200.71,0,0,Burundi,Africa
3550,52.68,5,3,35,73889.99,236.87,0,0,Niger,Africa
3551,65.59,8,0,37,48335.2,258.62,0,1,Liechtenstein,Europe
3552,80.03,4,2,42,57868.44,118.45,0,1,Rwanda,Africa
3553,41.73,1,3,28,59448.44,120.49,1,0,Luxembourg,Europe
3554,55.6,10,0,35,73889.99,221.18,1,0,Myanmar,Asia
3555,51.87,8,3,60,39031.89,195.69,0,1,Australia,Oceania
3556,89.05,8,0,38,64564.07,269.96,1,1,Western Sahara,Africa
3557,89.05,4,0,40,44248.52,117.3,1,1,China,Asia
3558,62.14,8,2,31,27262.51,207.17,0,0,Madagascar,Africa
3559,81.67,1,1,28,67669.06,199.39,1,0,Luxembourg,Europe
3560,38.96,1,0,31,51739.63,245.76,0,0,Cuba,North America
3561,44.4,1,0,30,57877.15,219.94,0,0,Bolivia,South America
3562,52.68,1,3,35,73889.99,219.91,1,0,Myanmar,Asia
3563,88.04,8,2,41,57846.68,255.57,1,0,Hong Kong,Asia
3564,61.22,8,2,25,50506.44,202.18,1,0,Hong Kong,Asia
3565,66.79,8,3,40,62669.59,221.98,1,1,Gambia,Africa
3566,66.08,1,2,52,49101.67,229.12,0,1,Cuba,North America
3567,55.92,8,3,34,59785.94,160.03,0,0,Turkmenistan,Asia
3568,38.37,8,1,36,61610.05,140.46,0,1,El Salvador,North America
3569,81.75,10,3,33,61005.87,204.02,1,0,Vanuatu,Oceania
3570,66.12,8,0,37,67132.46,181.02,0,0,Moldova,Europe
3571,79.6,4,2,42,60514.05,238.58,0,1,Czech Republic,Europe
3572,60.39,5,1,31,59677.64,207.17,1,0,Hong Kong,Asia
3573,79.54,5,3,41,57846.68,131.72,1,1,Turkey,Asia
3574,81.22,5,3,41,57846.68,259.76,0,0,Qatar,Asia
3575,55.6,1,0,39,61601.05,132.63,1,0,Netherlands Antilles,North America
3576,59.59,4,0,38,61526.25,158.35,0,1,Costa Rica,North America
3577,51.24,1,1,36,76003.47,141.52,0,1,Australia,Oceania
3578,45.48,1,3,32,55424.24,178.92,1,0,Latvia,Europe
3579,89.05,0,0,42,57868.44,114.69,1,1,Czech Republic,Europe
3580,89.05,6,1,38,57868.44,170.13,0,1,Western Sahara,Africa
3581,49.21,8,3,53,33553.9,111.94,1,1,Bolivia,South America
3582,61.22,7,3,45,59610.81,174.88,0,1,Taiwan,Asia
3583,57.99,8,3,49,45632.51,195.69,1,1,Australia,Oceania
3584,37.45,3,3,39,48335.2,109.29,0,1,Moldova,Europe
3585,47.74,1,3,40,50628.31,221.98,1,1,Togo,Africa
3586,79.97,3,3,32,60283.98,118.27,0,1,Lebanon,Asia
3587,61.84,10,1,52,43974.49,124.67,0,1,Belgium,Europe
3588,37,1,3,32,55424.24,172.83,1,0,Kuwait,Asia
3589,46.61,4,3,40,72203.96,167.22,0,0,Greece,Europe
3590,56.34,5,2,40,66873.9,232.78,1,0,Bolivia,South America
3591,55.6,1,3,24,52252.91,182.2,0,0,Kazakhstan,Asia
3592,56.39,8,0,46,54286.1,193.29,0,1,Belgium,Europe
3593,74.27,8,3,19,61617.98,204.02,1,0,Ethiopia,Africa
3594,59.05,8,3,48,52736.33,148.61,1,1,Turkey,Asia
3595,51.56,8,3,27,14548.06,131.29,1,0,Estonia,Europe
3596,75.84,1,3,38,70582.55,130.83,1,1,Norway,Europe
3597,62.18,8,0,27,66187.58,190.17,0,0,United Arab Emirates,Asia
3598,40.47,1,3,27,69646.35,119.32,0,0,Spain,Europe
3599,68.88,1,1,38,71455.62,156.36,0,1,Madagascar,Africa
